dteday,season,mnth,holiday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt
2012-02-07,3,7,0,1,1,0.781667,0.447083,0.195267,904,5323,6227
2012-03-07,3,7,0,1,1,0.780833,0.492083,0.126237,1052,5608,6660
2012-04-07,3,7,1,0,1,0.789167,0.53875,0.13495,2562,4841,7403
2012-05-07,3,7,0,1,1,0.8275,0.457917,0.194029,1405,4836,6241
2012-06-07,3,7,0,1,1,0.828333,0.450833,0.146142,1366,4841,6207
2012-07-07,3,7,0,0,1,0.861667,0.492083,0.163554,1448,3392,4840
2012-08-07,3,7,0,0,1,0.8225,0.57375,0.125629,1203,3469,4672
2012-09-07,3,7,0,1,2,0.710833,0.683333,0.180975,998,5571,6569
2012-10-07,3,7,0,1,2,0.720833,0.6675,0.151737,954,5336,6290
2012-11-07,3,7,0,1,1,0.716667,0.633333,0.151733,975,6289,7264
2012-12-07,3,7,0,1,1,0.715833,0.529583,0.146775,1032,6414,7446
2012-07-13,3,7,0,1,2,0.731667,0.485833,0.08085,1511,5988,7499
2012-07-14,3,7,0,0,2,0.703333,0.699167,0.143679,2355,4614,6969
2012-07-15,3,7,0,0,1,0.745833,0.717917,0.166667,1920,4111,6031
2012-07-16,3,7,0,1,1,0.763333,0.645,0.164187,1088,5742,6830
2012-07-17,3,7,0,1,1,0.818333,0.505833,0.114429,921,5865,6786
2012-07-18,3,7,0,1,1,0.793333,0.577083,0.137442,799,4914,5713
2012-07-19,3,7,0,1,1,0.77,0.600417,0.165429,888,5703,6591
2012-07-20,3,7,0,1,2,0.665833,0.844167,0.208967,747,5123,5870
2012-07-21,3,7,0,0,3,0.595833,0.865417,0.2133,1264,3195,4459
2012-07-22,3,7,0,0,2,0.6675,0.7625,0.0939208,2544,4866,7410
2012-07-23,3,7,0,1,1,0.741667,0.694167,0.138683,1135,5831,6966
2012-07-24,3,7,0,1,1,0.750833,0.655,0.211454,1140,6452,7592
2012-07-25,3,7,0,1,1,0.724167,0.45,0.1648,1383,6790,8173
2012-07-26,3,7,0,1,1,0.776667,0.596667,0.284813,1036,5825,6861
2012-07-27,3,7,0,1,1,0.781667,0.594583,0.152992,1259,5645,6904
2012-07-28,3,7,0,0,1,0.755833,0.613333,0.15735,2234,4451,6685
2012-07-29,3,7,0,0,1,0.721667,0.62375,0.170396,2153,4444,6597
2012-07-30,3,7,0,1,1,0.730833,0.66875,0.153617,1040,6065,7105
2012-07-31,3,7,0,1,1,0.713333,0.704167,0.165425,968,6248,7216
2012-01-08,3,8,0,1,1,0.7175,0.6775,0.141179,1074,6506,7580
2012-02-08,3,8,0,1,1,0.7525,0.659583,0.129354,983,6278,7261
2012-03-08,3,8,0,1,2,0.765833,0.6425,0.215792,1328,5847,7175
2012-04-08,3,8,0,0,1,0.793333,0.613333,0.257458,2345,4479,6824
2012-05-08,3,8,0,0,1,0.769167,0.6525,0.290421,1707,3757,5464
2012-06-08,3,8,0,1,2,0.7525,0.654167,0.129354,1233,5780,7013
2012-07-08,3,8,0,1,2,0.735833,0.70375,0.116908,1278,5995,7273
2012-08-08,3,8,0,1,2,0.75,0.672917,0.1107,1263,6271,7534
2012-09-08,3,8,0,1,1,0.755833,0.620417,0.1561,1196,6090,7286
2012-10-08,3,8,0,1,2,0.715833,0.715833,0.238813,1065,4721,5786
2012-11-08,3,8,0,0,2,0.6925,0.732917,0.206479,2247,4052,6299
2012-12-08,3,8,0,0,1,0.700833,0.530417,0.122512,2182,4362,6544
2012-08-13,3,8,0,1,1,0.720833,0.545417,0.136212,1207,5676,6883
2012-08-14,3,8,0,1,1,0.726667,0.686667,0.169158,1128,5656,6784
2012-08-15,3,8,0,1,1,0.706667,0.619583,0.169771,1198,6149,7347
2012-08-16,3,8,0,1,1,0.719167,0.519167,0.141796,1338,6267,7605
2012-08-17,3,8,0,1,1,0.723333,0.570833,0.231354,1483,5665,7148
2012-08-18,3,8,0,0,1,0.678333,0.603333,0.177867,2827,5038,7865
2012-08-19,3,8,0,0,2,0.635833,0.711667,0.08645,1208,3341,4549
2012-08-20,3,8,0,1,2,0.635833,0.734167,0.129979,1026,5504,6530
2012-08-21,3,8,0,1,1,0.649167,0.67375,0.0727708,1081,5925,7006
2012-08-22,3,8,0,1,1,0.6675,0.677083,0.0702833,1094,6281,7375
2012-08-23,3,8,0,1,1,0.695833,0.635833,0.0845958,1363,6402,7765
2012-08-24,3,8,0,1,2,0.7025,0.615,0.0721458,1325,6257,7582
2012-08-25,3,8,0,0,2,0.661667,0.712917,0.244408,1829,4224,6053
2012-08-26,3,8,0,0,2,0.653333,0.845833,0.228858,1483,3772,5255
2012-08-27,3,8,0,1,1,0.703333,0.730417,0.128733,989,5928,6917
2012-08-28,3,8,0,1,1,0.728333,0.62,0.190925,935,6105,7040
2012-08-29,3,8,0,1,1,0.685,0.552083,0.112562,1177,6520,7697
2012-08-30,3,8,0,1,1,0.706667,0.590417,0.0771167,1172,6541,7713
2012-08-31,3,8,0,1,1,0.764167,0.5875,0.168533,1433,5917,7350
2012-01-09,3,9,0,0,2,0.753333,0.638333,0.113187,2352,3788,6140
2012-02-09,3,9,0,0,2,0.696667,0.815,0.0640708,2613,3197,5810
2012-03-09,3,9,1,0,1,0.7075,0.790833,0.151121,1965,4069,6034
2012-04-09,3,9,0,1,1,0.725833,0.755,0.236321,867,5997,6864
2012-05-09,3,9,0,1,1,0.736667,0.74125,0.187808,832,6280,7112
2012-06-09,3,9,0,1,2,0.696667,0.810417,0.142421,611,5592,6203
2012-07-09,3,9,0,1,1,0.703333,0.73625,0.171646,1045,6459,7504
2012-08-09,3,9,0,0,2,0.659167,0.799167,0.281104,1557,4419,5976
2012-09-09,3,9,0,0,1,0.61,0.5475,0.224496,2570,5657,8227
2012-10-09,3,9,0,1,1,0.583333,0.50375,0.258713,1118,6407,7525
2012-11-09,3,9,0,1,1,0.5775,0.52,0.0920542,1070,6697,7767
2012-12-09,3,9,0,1,1,0.599167,0.577083,0.131846,1050,6820,7870
2012-09-13,3,9,0,1,1,0.6125,0.637083,0.0827208,1054,6750,7804
2012-09-14,3,9,0,1,1,0.633333,0.6725,0.103863,1379,6630,8009
2012-09-15,3,9,0,0,1,0.608333,0.501667,0.247521,3160,5554,8714
2012-09-16,3,9,0,0,1,0.58,0.57,0.0901833,2166,5167,7333
2012-09-17,3,9,0,1,2,0.580833,0.734583,0.151742,1022,5847,6869
2012-09-18,3,9,0,1,2,0.623333,0.8725,0.357587,371,3702,4073
2012-09-19,3,9,0,1,1,0.5525,0.536667,0.215175,788,6803,7591
2012-09-20,3,9,0,1,1,0.546667,0.618333,0.118167,939,6781,7720
2012-09-21,3,9,0,1,1,0.599167,0.66875,0.154229,1250,6917,8167
2012-09-22,3,9,0,0,1,0.65,0.646667,0.283583,2512,5883,8395
2012-09-23,4,9,0,0,1,0.529167,0.467083,0.223258,2454,5453,7907
2012-09-24,4,9,0,1,1,0.514167,0.492917,0.142404,1001,6435,7436
2012-09-25,4,9,0,1,1,0.55,0.57,0.236321,845,6693,7538
2012-09-26,4,9,0,1,1,0.635,0.630833,0.2444,787,6946,7733
2012-09-27,4,9,0,1,2,0.65,0.690833,0.134342,751,6642,7393
2012-09-28,4,9,0,1,2,0.619167,0.69,0.164179,1045,6370,7415
2012-09-29,4,9,0,0,1,0.5425,0.542917,0.227604,2589,5966,8555
2012-09-30,4,9,0,0,1,0.526667,0.583333,0.134958,2015,4874,6889
2012-01-10,4,10,0,1,2,0.520833,0.649167,0.0908042,763,6015,6778
2012-02-10,4,10,0,1,3,0.590833,0.871667,0.104475,315,4324,4639
2012-03-10,4,10,0,1,2,0.6575,0.79375,0.0665458,728,6844,7572
2012-04-10,4,10,0,1,2,0.6575,0.722917,0.117546,891,6437,7328
2012-05-10,4,10,0,1,1,0.615,0.6275,0.10635,1516,6640,8156
2012-06-10,4,10,0,0,1,0.554167,0.664167,0.268025,3031,4934,7965
2012-07-10,4,10,0,0,2,0.415833,0.708333,0.141162,781,2729,3510
2012-08-10,4,10,1,0,2,0.383333,0.709583,0.189679,874,4604,5478
2012-09-10,4,10,0,1,2,0.446667,0.761667,0.1903,601,5791,6392
2012-10-10,4,10,0,1,1,0.514167,0.630833,0.187821,780,6911,7691
2012-11-10,4,10,0,1,1,0.435,0.463333,0.181596,834,6736,7570
2012-12-10,4,10,0,1,1,0.4375,0.539167,0.235092,1060,6222,7282
2012-10-13,4,10,0,0,1,0.393333,0.494583,0.146142,2252,4857,7109
2012-10-14,4,10,0,0,1,0.521667,0.640417,0.278612,2080,4559,6639
2012-10-15,4,10,0,1,2,0.561667,0.7075,0.296037,760,5115,5875
2012-10-16,4,10,0,1,1,0.468333,0.558333,0.182221,922,6612,7534
2012-10-17,4,10,0,1,1,0.455833,0.692917,0.101371,979,6482,7461
2012-10-18,4,10,0,1,2,0.5225,0.728333,0.236937,1008,6501,7509
2012-10-19,4,10,0,1,2,0.563333,0.815,0.134954,753,4671,5424
2012-10-20,4,10,0,0,1,0.484167,0.572917,0.117537,2806,5284,8090
2012-10-21,4,10,0,0,1,0.464167,0.51,0.166054,2132,4692,6824
2012-10-22,4,10,0,1,1,0.4875,0.568333,0.0814833,830,6228,7058
2012-10-23,4,10,0,1,1,0.544167,0.641667,0.0945458,841,6625,7466
2012-10-24,4,10,0,1,1,0.5875,0.63625,0.0727792,795,6898,7693
2012-10-25,4,10,0,1,2,0.55,0.800417,0.124375,875,6484,7359
2012-10-26,4,10,0,1,2,0.545833,0.807083,0.132467,1182,6262,7444
2012-10-27,4,10,0,0,2,0.53,0.72,0.235692,2643,5209,7852
2012-10-28,4,10,0,0,2,0.4775,0.694583,0.398008,998,3461,4459
2012-10-29,4,10,0,1,3,0.44,0.88,0.3582,2,20,22
2012-10-30,4,10,0,1,2,0.318182,0.825455,0.213009,87,1009,1096
2012-10-31,4,10,0,1,2,0.3575,0.666667,0.166667,419,5147,5566
2012-01-11,4,11,0,1,2,0.365833,0.581667,0.157346,466,5520,5986
2012-02-11,4,11,0,1,1,0.355,0.522083,0.266175,618,5229,5847
2012-03-11,4,11,0,0,2,0.343333,0.49125,0.270529,1029,4109,5138
2012-04-11,4,11,0,0,1,0.325833,0.532917,0.179108,1201,3906,5107
2012-05-11,4,11,0,1,1,0.319167,0.494167,0.236325,378,4881,5259
2012-06-11,4,11,0,1,1,0.280833,0.567083,0.173513,466,5220,5686
2012-07-11,4,11,0,1,2,0.295833,0.5475,0.304108,326,4709,5035
2012-08-11,4,11,0,1,1,0.352174,0.333478,0.347835,340,4975,5315
2012-09-11,4,11,0,1,1,0.361667,0.540833,0.214558,709,5283,5992
2012-10-11,4,11,0,0,1,0.389167,0.645417,0.0578458,2090,4446,6536
2012-11-11,4,11,0,0,1,0.420833,0.659167,0.1275,2290,4562,6852
2012-12-11,4,11,1,0,1,0.485,0.741667,0.173517,1097,5172,6269
2012-11-13,4,11,0,1,2,0.343333,0.662917,0.342046,327,3767,4094
2012-11-14,4,11,0,1,1,0.289167,0.552083,0.199625,373,5122,5495
2012-11-15,4,11,0,1,2,0.321667,0.620417,0.152987,320,5125,5445
2012-11-16,4,11,0,1,1,0.345,0.524583,0.171025,484,5214,5698
2012-11-17,4,11,0,0,1,0.325,0.545417,0.179729,1313,4316,5629
2012-11-18,4,11,0,0,1,0.3425,0.692917,0.227612,922,3747,4669
2012-11-19,4,11,0,1,2,0.380833,0.623333,0.235067,449,5050,5499
2012-11-20,4,11,0,1,2,0.374167,0.685,0.082725,534,5100,5634
2012-11-21,4,11,0,1,1,0.353333,0.61375,0.103246,615,4531,5146
2012-11-22,4,11,1,0,1,0.34,0.580417,0.0528708,955,1470,2425
2012-11-23,4,11,0,1,1,0.368333,0.56875,0.148021,1603,2307,3910
2012-11-24,4,11,0,0,1,0.278333,0.404583,0.376871,532,1745,2277
2012-11-25,4,11,0,0,1,0.245833,0.468333,0.1505,309,2115,2424
2012-11-26,4,11,0,1,1,0.313333,0.535417,0.04665,337,4750,5087
2012-11-27,4,11,0,1,2,0.291667,0.786667,0.237562,123,3836,3959
2012-11-28,4,11,0,1,1,0.296667,0.50625,0.210821,198,5062,5260
2012-11-29,4,11,0,1,1,0.28087,0.555652,0.115522,243,5080,5323
2012-11-30,4,11,0,1,1,0.298333,0.649583,0.0584708,362,5306,5668
2012-01-12,4,12,0,0,2,0.298333,0.806667,0.0597042,951,4240,5191
2012-02-12,4,12,0,0,2,0.3475,0.823333,0.124379,892,3757,4649
2012-03-12,4,12,0,1,1,0.4525,0.7675,0.0827208,555,5679,6234
2012-04-12,4,12,0,1,1,0.475833,0.73375,0.174129,551,6055,6606
2012-05-12,4,12,0,1,1,0.438333,0.485,0.324021,331,5398,5729
2012-06-12,4,12,0,1,1,0.255833,0.50875,0.174754,340,5035,5375
2012-07-12,4,12,0,1,2,0.320833,0.764167,0.1306,349,4659,5008
2012-08-12,4,12,0,0,2,0.381667,0.91125,0.101379,1153,4429,5582
2012-09-12,4,12,0,0,2,0.384167,0.905417,0.157975,441,2787,3228
2012-10-12,4,12,0,1,2,0.435833,0.925,0.190308,329,4841,5170
2012-11-12,4,12,0,1,2,0.353333,0.596667,0.296037,282,5219,5501
2012-12-12,4,12,0,1,2,0.2975,0.538333,0.162937,310,5009,5319
2012-12-13,4,12,0,1,1,0.295833,0.485833,0.174129,425,5107,5532
2012-12-14,4,12,0,1,1,0.281667,0.642917,0.131229,429,5182,5611
2012-12-15,4,12,0,0,1,0.324167,0.650417,0.10635,767,4280,5047
2012-12-16,4,12,0,0,2,0.3625,0.83875,0.100742,538,3248,3786
2012-12-17,4,12,0,1,2,0.393333,0.907083,0.0982583,212,4373,4585
2012-12-18,4,12,0,1,1,0.410833,0.66625,0.221404,433,5124,5557
2012-12-19,4,12,0,1,1,0.3325,0.625417,0.184092,333,4934,5267
2012-12-20,4,12,0,1,2,0.33,0.667917,0.132463,314,3814,4128
2012-12-21,1,12,0,1,2,0.326667,0.556667,0.374383,221,3402,3623
2012-12-22,1,12,0,0,1,0.265833,0.44125,0.407346,205,1544,1749
2012-12-23,1,12,0,0,1,0.245833,0.515417,0.133083,408,1379,1787
2012-12-24,1,12,0,1,2,0.231304,0.791304,0.0772304,174,746,920
2012-12-25,1,12,1,0,2,0.291304,0.734783,0.168726,440,573,1013
2012-12-26,1,12,0,1,3,0.243333,0.823333,0.316546,9,432,441
2012-12-27,1,12,0,1,2,0.254167,0.652917,0.350133,247,1867,2114
2012-12-28,1,12,0,1,2,0.253333,0.59,0.155471,644,2451,3095
2012-12-29,1,12,0,0,2,0.253333,0.752917,0.124383,159,1182,1341
2012-12-30,1,12,0,0,1,0.255833,0.483333,0.350754,364,1432,1796
2012-12-31,1,12,0,1,2,0.215833,0.5775,0.154846,439,2290,2729
